index_number,game_name,platform,console,release_year,rating,genre,publisher,developer,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count
1849,Guitar Hero 5,PS3,PS3,2009,T,Misc,Activision,Neversoft Entertainment,0.53,0.4,0,0.17,1.1,86,54,5.7,87
1849,Guitar Hero 5,PS3,PS3,2009,T,Misc,Activision,BudCat,0.53,0.4,0,0.17,1.1,71,4,2.6,10
1849,Guitar Hero 5,PS3,PS3,2009,T,Misc,Activision,Neversoft Entertainment,0.53,0.4,0,0.17,1.1,85,69,6.8,108
1849,Guitar Hero 5,PS3,PS3,2009,T,Misc,Activision,Vicarious Visions,0.53,0.4,0,0.17,1.1,89,25,6.9,49
1850,Megamania,2600,Atari2600,1981,,Shooter,Activision,,1.03,0.06,0,0.01,1.1,\N,\N,\N,\N
1851,Medal of Honor: Airborne,X360,X360,2007,T,Shooter,Electronic Arts,Electronic Arts,0.45,0.53,0.01,0.12,1.1,73,54,6.7,77
1851,Medal of Honor: Airborne,X360,X360,2007,T,Shooter,Electronic Arts,Electronic Arts,0.45,0.53,0.01,0.12,1.1,75,16,7.6,39
1852,The Legend of Zelda: Tri Force Heroes,3DS,3DS,2015,E,Action,Nintendo,Nintendo,0.52,0.33,0.17,0.08,1.1,73,73,7.6,179
1853,Jungle Hunt,2600,Atari2600,1982,,Platform,Atari,,1.03,0.06,0,0.01,1.1,\N,\N,\N,\N
1854,Triple Play 98,PS,PS,1997,,Sports,Electronic Arts,,0.61,0.42,0,0.07,1.1,\N,\N,\N,\N
1855,LEGO The Lord of the Rings,PS3,PS3,2012,E10+,Action,Warner Bros. Interactive Entertainment,TT Games,0.36,0.53,0,0.21,1.1,\N,\N,7.2,21
1855,LEGO The Lord of the Rings,PS3,PS3,2012,E10+,Action,Warner Bros. Interactive Entertainment,TT Games,0.36,0.53,0,0.21,1.1,82,16,8.3,85
1855,LEGO The Lord of the Rings,PS3,PS3,2012,E10+,Action,Warner Bros. Interactive Entertainment,TT Games,0.36,0.53,0,0.21,1.1,80,49,8.5,73
1856,Petz Dogz 2,DS,DS,2007,E,Simulation,Ubisoft,MTO,0.47,0.52,0,0.12,1.1,\N,\N,\N,\N
1857,WWE SmackDown vs. Raw 2011,PS3,PS3,2010,T,Fighting,THQ,Yuke's,0.44,0.46,0.01,0.18,1.1,\N,\N,6.7,7
1857,WWE SmackDown vs. Raw 2011,PS3,PS3,2010,T,Fighting,THQ,Yuke's,0.44,0.46,0.01,0.18,1.1,75,49,7.6,45
1857,WWE SmackDown vs. Raw 2011,PS3,PS3,2010,T,Fighting,THQ,Yuke's,0.44,0.46,0.01,0.18,1.1,74,42,6.9,41
1858,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,GB,1999,,Strategy,Konami Digital Entertainment,,0,0,1.1,0,1.1,\N,\N,\N,\N
1859,Lode Runner,NES,NES,1984,,Puzzle,Hudson Soft,,0,0,1.1,0,1.1,\N,\N,\N,\N
1860,The Final Fantasy Legend,GB,GB,1989,,Role-Playing,SquareSoft,,0,0,1.1,0,1.1,\N,\N,\N,\N
1861,Famicom Jump: Eiyuu Retsuden,NES,NES,1989,,Role-Playing,Namco Bandai Games,,0,0,1.1,0,1.1,\N,\N,\N,\N
1862,F-Zero X,N64,N64,1998,,Racing,Nintendo,,0.45,0.33,0.29,0.03,1.1,\N,\N,\N,\N
1863,Popeye,NES,NES,1983,,Platform,Nintendo,,0.51,0.12,0.45,0.02,1.1,\N,\N,\N,\N
1864,NERF N-Strike,Wii,Wii,2008,E10+,Shooter,Electronic Arts,EA Redwood Shores,,,,,,,,,
1865,NBA Live 2001,PS2,PS2,2001,E,Sports,Electronic Arts,EA Sports,0.52,0.4,0.04,0.13,1.1,74,18,\N,\N
1865,NBA Live 2001,PS2,PS2,2001,E,Sports,Electronic Arts,EA Sports,0.52,0.4,0.04,0.13,1.1,86,10,8,6
1866,SingStar Legends,PS2,PS2,2006,T,Misc,Sony Computer Entertainment,SCEE London Studio,0.12,0.75,0,0.23,1.1,76,25,\N,\N
1867,SingStar Rocks!,PS2,PS2,2006,,Misc,Sony Computer Entertainment,,0,0.84,0,0.25,1.1,\N,\N,\N,\N
1868,Tales of Symphonia,GC,GC,2003,T,Role-Playing,Nintendo,Namco,0.54,0.21,0.31,0.04,1.1,86,60,8.5,176
1869,Untold Legends: Brotherhood of the Blade,PSP,PSP,2005,T,Role-Playing,Activision,Sony Online Entertainment,0.54,0.33,0.01,0.22,1.1,68,51,7.6,58
1870,Star Ocean: The Second Story,PS,PS,1998,E,Role-Playing,Sony Computer Entertainment,Tri-Ace,0.26,0.1,0.72,0.02,1.1,80,13,8.5,44
1871,Lightning Returns: Final Fantasy XIII,PS3,PS3,2013,T,Role-Playing,Square Enix,Square Enix,0.31,0.22,0.45,0.12,1.1,66,62,5.9,552
1872,Star Wars: The Force Unleashed,PSP,PSP,2008,T,Action,LucasArts,n-Space,0.43,0.41,0,0.25,1.09,61,8,5.5,18
1872,Star Wars: The Force Unleashed,PSP,PSP,2008,T,Action,LucasArts,Krome Studios,0.43,0.41,0,0.25,1.09,70,10,8.1,49
1872,Star Wars: The Force Unleashed,PSP,PSP,2008,T,Action,LucasArts,Krome Studios,0.43,0.41,0,0.25,1.09,68,7,7.4,33
1872,Star Wars: The Force Unleashed,PSP,PSP,2008,T,Action,LucasArts,Krome Studios,0.43,0.41,0,0.25,1.09,71,18,7.9,75
1872,Star Wars: The Force Unleashed,PSP,PSP,2008,T,Action,LucasArts,LucasArts,0.43,0.41,0,0.25,1.09,71,47,6.6,233
1872,Star Wars: The Force Unleashed,PSP,PSP,2008,T,Action,LucasArts,LucasArts,0.43,0.41,0,0.25,1.09,73,74,6.7,389
1873,Imagine: Babysitters,DS,DS,2008,E,Simulation,Ubisoft,Visual Impact,0.63,0.36,0,0.1,1.09,\N,\N,\N,\N
1874,The Simpsons Game,PSP,PSP,2007,T,Action,Electronic Arts,EA Redwood Shores,0.24,0.55,0,0.31,1.09,71,30,7.5,49
1874,The Simpsons Game,PSP,PSP,2007,T,Action,Electronic Arts,Electronic Arts,,,,,,,,,
1874,The Simpsons Game,PSP,PSP,2007,T,Action,Electronic Arts,Electronic Arts,,,,,,,,,
1874,The Simpsons Game,PSP,PSP,2007,T,Action,Electronic Arts,Electronic Arts,,,,,,,,,
1874,The Simpsons Game,PSP,PSP,2007,T,Action,Electronic Arts,Griptonite Games,0.24,0.55,0,0.31,1.09,69,17,7.3,18
1874,The Simpsons Game,PSP,PSP,2007,T,Action,Electronic Arts,Electronic Arts,0.24,0.55,0,0.31,1.09,68,10,8.2,27
1875,Yakuza 2,PS2,PS2,2006,M,Adventure,Sega,Amusement Vision,0.05,0.04,0.84,0.16,1.09,77,34,8.1,52
1876,Skate 2,X360,X360,2009,T,Sports,Electronic Arts,EA Black Box,0.82,0.17,0.01,0.09,1.09,84,50,7.8,53
1876,Skate 2,X360,X360,2009,T,Sports,Electronic Arts,EA Black Box,0.82,0.17,0.01,0.09,1.09,84,70,8,72
1877,Dragon Ball Z: The Legacy of Goku II,GBA,GBA,2003,E,Role-Playing,Atari,Webfoot Technologies,0.78,0.29,0,0.02,1.09,75,21,8.9,39
1878,Virtua Fighter 5,PS3,PS3,2007,T,Fighting,Sega,Sega AM2,0.29,0.52,0.08,0.2,1.09,85,47,7.4,67
1879,NFL 2K1,DC,DC,2000,E,Sports,Sega,Visual Concepts,1.02,0.05,0,0.02,1.09,97,22,6,47
1880,BeatMania,PS,PS,1998,,Simulation,Konami Digital Entertainment,,0,0,1.07,0.02,1.09,\N,\N,\N,\N
1881,Namco Museum Battle Collection,PSP,PSP,2005,E10+,Misc,Sony Computer Entertainment,TOSE,0.75,0.18,0,0.16,1.09,73,28,7.2,9
1882,LEGO Star Wars II: The Original Trilogy,DS,DS,2006,E10+,Action,LucasArts,Traveller's Tales,0.96,0.04,0,0.08,1.09,81,50,8,45
1882,LEGO Star Wars II: The Original Trilogy,DS,DS,2006,E10+,Action,LucasArts,Traveller's Tales,0.96,0.04,0,0.08,1.09,84,25,9.1,16
1882,LEGO Star Wars II: The Original Trilogy,DS,DS,2006,E,Action,LucasArts,Amaze Entertainment,0.96,0.04,0,0.08,1.09,47,9,5,38
1882,LEGO Star Wars II: The Original Trilogy,DS,DS,2006,E10+,Action,LucasArts,Traveller's Tales,0.96,0.04,0,0.08,1.09,83,11,8.6,26
1882,LEGO Star Wars II: The Original Trilogy,DS,DS,2006,E10+,Action,LucasArts,Traveller's Tales,0.96,0.04,0,0.08,1.09,84,32,9,41
1883,Madden NFL 2004,XB,XB,2003,E,Sports,Electronic Arts,EA Tiburon,1.02,0.02,0,0.05,1.09,92,27,8.3,48
1884,Empire: Total War,PC,PC,2009,T,Strategy,Sega,Creative Assembly,0.01,0.97,0,0.11,1.09,90,62,6.9,2981
1885,The Godfather,PS2,PS2,2006,M,Action,Electronic Arts,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75,56,8.3,99
1886,Tiger Woods PGA Tour 10,Wii,Wii,2009,E,Sports,Electronic Arts,EA Tiburon,0.61,0.37,0,0.11,1.09,80,51,6.9,20
1886,Tiger Woods PGA Tour 10,Wii,Wii,2009,E,Sports,Electronic Arts,EA Tiburon,0.61,0.37,0,0.11,1.09,81,38,7.7,9
1886,Tiger Woods PGA Tour 10,Wii,Wii,2009,E,Sports,Electronic Arts,EA Tiburon,0.61,0.37,0,0.11,1.09,88,44,8.8,57
1887,Star Wars: Bounty Hunter,PS2,PS2,2002,T,Shooter,LucasArts,LucasArts,0.53,0.42,0,0.14,1.09,65,32,8.3,33
1888,Densha De Go!,PS,PS,1997,,Simulation,Taito,,0,0,1.02,0.07,1.09,\N,\N,\N,\N
1889,Dante's Inferno,PS3,PS3,2010,M,Action,Electronic Arts,Visceral Games,0.64,0.28,0.04,0.13,1.09,73,71,7.7,224
1889,Dante's Inferno,PS3,PS3,2010,M,Action,Electronic Arts,Visceral Games,0.64,0.28,0.04,0.13,1.09,75,69,7.5,265
1890,Sonic & Sega All-Stars Racing,DS,DS,2010,,Racing,Sega,,0.44,0.54,0,0.11,1.09,\N,\N,\N,\N
1890,Sonic & Sega All-Stars Racing,DS,DS,2010,,Racing,Sega,,0.44,0.54,0,0.11,1.09,\N,\N,\N,\N
1890,Sonic & Sega All-Stars Racing,DS,DS,2010,,Racing,Sega,,0.44,0.54,0,0.11,1.09,\N,\N,\N,\N
1891,Skylanders Giants,PS3,PS3,2012,E10+,Action,Activision,Toys for Bob,0.35,0.52,0,0.22,1.09,77,21,6.3,18
1891,Skylanders Giants,PS3,PS3,2012,E10+,Action,Activision,Toys for Bob,0.35,0.52,0,0.22,1.09,80,35,6.6,38
1891,Skylanders Giants,PS3,PS3,2012,E10+,Action,Activision,Toys for Bob,0.35,0.52,0,0.22,1.09,78,8,7,20
1892,Endless Ocean,Wii,Wii,2007,E,Adventure,Nintendo,Arika,0.44,0.47,0.09,0.09,1.09,72,42,8.1,61
1893,NFL Blitz 2000,PS,PS,1998,,Sports,Midway Games,,0.6,0.41,0,0.07,1.09,\N,\N,\N,\N
1894,Sonic Free Riders,X360,X360,2010,E,Racing,Sega,Sega,0.74,0.26,0,0.09,1.09,47,52,2.1,98
1895,NASCAR Thunder 2004,PS2,PS2,2003,E,Racing,Electronic Arts,EA Tiburon,0.53,0.41,0,0.14,1.08,88,15,8.9,77
1896,Prince of Persia,PS3,PS3,2008,T,Action,Ubisoft,Ubisoft Montreal,0.47,0.41,0.03,0.18,1.08,81,73,7,189
1896,Prince of Persia,PS3,PS3,2008,T,Action,Ubisoft,Ubisoft Montreal,0.47,0.41,0.03,0.18,1.08,85,59,7.3,245
1897,SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,PS2,2002,E,Platform,THQ,Big Sky Software,0.53,0.41,0,0.14,1.08,\N,\N,6.6,41
1897,SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,PS2,2002,E,Platform,THQ,Vicarious Visions,0.53,0.41,0,0.14,1.08,71,4,7.7,7
1898,Grand Theft Auto V,PC,PC,2015,M,Action,Take-Two Interactive,Rockstar North,0.36,0.64,0,0.08,1.08,96,57,7.9,3756
1898,Grand Theft Auto V,PC,PC,2015,M,Action,Take-Two Interactive,Rockstar North,0.36,0.64,0,0.08,1.08,97,14,7.9,764
1898,Grand Theft Auto V,PC,PC,2015,M,Action,Take-Two Interactive,Rockstar North,0.36,0.64,0,0.08,1.08,97,66,8.3,2899
1898,Grand Theft Auto V,PC,PC,2015,M,Action,Take-Two Interactive,Rockstar North,0.36,0.64,0,0.08,1.08,97,58,8.1,3711
1898,Grand Theft Auto V,PC,PC,2015,M,Action,Take-Two Interactive,Rockstar North,0.36,0.64,0,0.08,1.08,97,50,8.2,3994
1899,The Biggest Loser,Wii,Wii,2009,,Sports,THQ,,0.87,0.12,0,0.09,1.08,\N,\N,\N,\N
1900,Fisherman's Bass Club,PS2,PS2,2002,E,Sports,Agetec,Vingt-et-un Systems,0.53,0.41,0,0.14,1.08,\N,\N,\N,\N
1901,MySims Agents,DS,DS,2009,E,Adventure,Electronic Arts,Electronic Arts,0.55,0.43,0,0.11,1.08,78,28,8.6,28
1901,MySims Agents,DS,DS,2009,E,Adventure,Electronic Arts,TOSE,0.55,0.43,0,0.11,1.08,60,5,\N,\N
1902,Resident Evil: The Darkside Chronicles,Wii,Wii,2009,M,Action,Capcom,Cavia Inc.,0.48,0.32,0.2,0.09,1.08,75,55,8,60
1903,NCAA Football 13,X360,X360,2012,E,Action,Electronic Arts,EA Tiburon,1.02,0,0,0.06,1.08,79,9,4.1,34
1903,NCAA Football 13,X360,X360,2012,E,Action,Electronic Arts,EA Tiburon,1.02,0,0,0.06,1.08,76,20,5.5,65
1904,Grand Theft Auto: Chinatown Wars,PSP,PSP,2009,M,Action,Take-Two Interactive,Rockstar Leeds,0.28,0.5,0.03,0.28,1.08,90,77,7.3,146
1904,Grand Theft Auto: Chinatown Wars,PSP,PSP,2009,M,Action,Take-Two Interactive,Rockstar Leeds,0.28,0.5,0.03,0.28,1.08,93,85,8.3,280
1905,FIFA Soccer 11,Wii,Wii,2010,E,Sports,Electronic Arts,EA Sports,0.26,0.69,0,0.12,1.08,63,5,\N,\N
1905,FIFA Soccer 11,Wii,Wii,2010,E,Sports,Electronic Arts,EA Sports,0.26,0.69,0,0.12,1.08,\N,\N,6.6,7
1905,FIFA Soccer 11,Wii,Wii,2010,E,Sports,Electronic Arts,EA Sports,0.26,0.69,0,0.12,1.08,73,17,7.3,8
1905,FIFA Soccer 11,Wii,Wii,2010,E,Sports,Electronic Arts,EA Sports,0.26,0.69,0,0.12,1.08,68,6,5.4,9
1905,FIFA Soccer 11,Wii,Wii,2010,E,Sports,Electronic Arts,EA Sports,0.26,0.69,0,0.12,1.08,88,66,7.5,155
1905,FIFA Soccer 11,Wii,Wii,2010,E,Sports,Electronic Arts,EA Sports,0.26,0.69,0,0.12,1.08,89,51,8,233
1906,The Orange Box,PS3,PS3,2007,M,Shooter,Electronic Arts,EA Games,0.28,0.59,0,0.22,1.08,89,21,8.4,188
1906,The Orange Box,PS3,PS3,2007,M,Shooter,Electronic Arts,Valve Software,0.28,0.59,0,0.22,1.08,96,54,8.9,797
1907,Joust,2600,Atari2600,1982,,Platform,Atari,,1.01,0.06,0,0.01,1.08,\N,\N,\N,\N
1908,Tomb Raider: Underworld,X360,X360,2008,T,Action,Eidos Interactive,Crystal Dynamics,0.53,0.43,0.01,0.11,1.08,76,57,6.6,198
1908,Tomb Raider: Underworld,X360,X360,2008,T,Action,Eidos Interactive,Nixxes Software,0.53,0.43,0.01,0.11,1.08,75,42,7.2,166
1909,Tom Clancy's Ghost Recon 2,PS2,PS2,2004,T,Shooter,Ubisoft,Ubisoft Shanghai/Paris,0.64,0.34,0,0.1,1.08,58,21,6,19
1909,Tom Clancy's Ghost Recon 2,PS2,PS2,2004,T,Shooter,Ubisoft,Red Storm Entertainment,0.64,0.34,0,0.1,1.08,80,53,8.9,58
1910,DiRT 3,PS3,PS3,2011,T,Racing,Codemasters,Codemasters,0.27,0.59,0.01,0.21,1.08,87,81,7.1,166
1910,DiRT 3,PS3,PS3,2011,T,Racing,Codemasters,Codemasters,0.27,0.59,0.01,0.21,1.08,87,52,7.1,122
1911,LEGO City Undercover,WiiU,WiiU,2013,E10+,Platform,Nintendo,TT Games,0.47,0.4,0.13,0.08,1.08,80,66,8.2,283
1911,LEGO City Undercover,WiiU,WiiU,2013,,Platform,Nintendo,,0.47,0.4,0.13,0.08,1.08,\N,\N,\N,\N
1912,Spore Creatures,DS,DS,2008,E,Simulation,Electronic Arts,Griptonite Games,0.67,0.3,0,0.11,1.08,65,20,6.5,21
1913,Ready 2 Rumble Boxing,PS,PS,1998,,Sports,Midway Games,,0.6,0.41,0,0.07,1.08,\N,\N,\N,\N
1914,Dragon Ball Z: Taiketsu,GBA,GBA,2003,T,Fighting,Atari,Webfoot Technologies,0.77,0.29,0,0.02,1.08,40,23,6.1,22
1915,Disney's Lilo & Stitch,GBA,GBA,2002,,Platform,Ubisoft,,0.77,0.29,0,0.02,1.08,\N,\N,\N,\N
1916,Star Fox: Assault,GC,GC,2005,T,Shooter,Nintendo,Namco,0.68,0.18,0.19,0.03,1.08,67,59,8.1,106
1917,Naruto: Ultimate Ninja Storm,PS3,PS3,2008,T,Fighting,Namco Bandai Games,CyberConnect2,0.49,0.35,0.09,0.16,1.08,75,32,8.6,95
1918,Marvel vs. Capcom 3: Fate of Two Worlds,X360,X360,2011,,Fighting,Capcom,,0.79,0.18,0.03,0.07,1.08,\N,\N,\N,\N
1918,Marvel vs. Capcom 3: Fate of Two Worlds,X360,X360,2011,T,Fighting,Capcom,Capcom,0.79,0.18,0.03,0.07,1.08,84,56,7.3,147
1919,NCAA Football 14,X360,X360,2013,E,Sports,Electronic Arts,EA Tiburon,1.01,0,0,0.06,1.07,77,9,6.2,40
1919,NCAA Football 14,X360,X360,2013,E,Sports,Electronic Arts,EA Tiburon,1.01,0,0,0.06,1.07,77,18,5.8,74
1920,Doko Demo Issyo,PS,PS,1999,,Misc,Sony Computer Entertainment,,0,0,1,0.07,1.07,\N,\N,\N,\N
1921,Call of Duty 3,PS2,PS2,2006,T,Shooter,Activision,Treyarch,0.89,0.03,0,0.15,1.07,82,14,7.4,83
1921,Call of Duty 3,PS2,PS2,2006,T,Shooter,Activision,Treyarch,0.89,0.03,0,0.15,1.07,80,43,6.9,92
1921,Call of Duty 3,PS2,PS2,2006,T,Shooter,Activision,Treyarch,0.89,0.03,0,0.15,1.07,82,71,6.5,233
1922,Imagine: Fashion Designer New York,DS,DS,2008,E,Simulation,Ubisoft,Lexis Numerique,,,,,,,,,
1923,Red Dead Redemption: Undead Nightmare,X360,X360,2010,M,Action,Take-Two Interactive,Rockstar San Diego,0.57,0.39,0.02,0.09,1.07,\N,\N,7.6,18
1923,Red Dead Redemption: Undead Nightmare,X360,X360,2010,M,Action,Take-Two Interactive,Rockstar San Diego,0.57,0.39,0.02,0.09,1.07,\N,\N,7.4,17
1924,Bully: Scholarship Edition,X360,X360,2008,T,Action,Take-Two Interactive,Mad Doc Software,,,,,,,,,
1925,Virtua Fighter,SAT,SAT,1994,,Fighting,Sega,,0.17,0.12,0.77,0.02,1.07,\N,\N,\N,\N
1926,Championship Manager 99/00,PC,PC,1999,,Sports,Eidos Interactive,,0,0.98,0,0.09,1.07,\N,\N,\N,\N
1927,WWE SmackDown vs. Raw 2010,PS2,PS2,2009,T,Fighting,THQ,Yuke's,0.53,0.01,0,0.54,1.07,\N,\N,6.6,8
1927,WWE SmackDown vs. Raw 2010,PS2,PS2,2009,T,Fighting,THQ,Yuke's,0.53,0.01,0,0.54,1.07,78,11,7.7,9
1927,WWE SmackDown vs. Raw 2010,PS2,PS2,2009,T,Fighting,THQ,Yuke's,0.53,0.01,0,0.54,1.07,80,59,8.4,36
1927,WWE SmackDown vs. Raw 2010,PS2,PS2,2009,T,Fighting,THQ,Yuke's,0.53,0.01,0,0.54,1.07,\N,\N,7.7,31
1927,WWE SmackDown vs. Raw 2010,PS2,PS2,2009,T,Fighting,THQ,Yuke's,0.53,0.01,0,0.54,1.07,81,38,8.1,55
1928,Pro Evolution Soccer 2008,X360,X360,2007,E,Sports,Konami Digital Entertainment,Konami,0.08,0.9,0.04,0.05,1.07,80,17,6.8,11
1928,Pro Evolution Soccer 2008,X360,X360,2007,E,Sports,Konami Digital Entertainment,Konami,0.08,0.9,0.04,0.05,1.07,76,29,7.8,36
1928,Pro Evolution Soccer 2008,X360,X360,2007,E,Sports,Konami Digital Entertainment,Konami,0.08,0.9,0.04,0.05,1.07,83,19,8.4,43
1928,Pro Evolution Soccer 2008,X360,X360,2007,E,Sports,Konami Digital Entertainment,Konami,0.08,0.9,0.04,0.05,1.07,74,19,6.1,47
1928,Pro Evolution Soccer 2008,X360,X360,2007,E,Sports,Konami Digital Entertainment,Konami,0.08,0.9,0.04,0.05,1.07,82,10,7.9,38
1929,Super Princess Peach,DS,DS,2005,E,Platform,Nintendo,TOSE,0.72,0.06,0.21,0.07,1.07,75,48,7.6,33
1930,NHL 99,PS,PS,1997,,Sports,Electronic Arts,,0.59,0.4,0,0.07,1.07,\N,\N,\N,\N
1931,SoulCalibur III,PS2,PS2,2005,T,Fighting,Namco Bandai Games,Namco,0.74,0.15,0.13,0.05,1.07,86,57,8.4,96
1932,Skylanders SWAP Force,PS3,PS3,2013,E10+,Platform,Activision,Vicarious Visions,0.43,0.44,0,0.2,1.07,83,31,5.3,33
1932,Skylanders SWAP Force,PS3,PS3,2013,E10+,Platform,Activision,Vicarious Visions,0.43,0.44,0,0.2,1.07,83,37,5.7,45
1932,Skylanders SWAP Force,PS3,PS3,2013,E10+,Platform,Activision,Beenox,0.43,0.44,0,0.2,1.07,\N,\N,6.6,5
1933,F1 2012,PS3,PS3,2012,E,Racing,Codemasters,Codemasters,0.12,0.64,0.05,0.25,1.07,81,23,7.5,54
1934,World Tour Soccer,PSP,PSP,2005,E,Sports,Sony Computer Entertainment,SCEE,0.1,0.63,0,0.34,1.07,70,31,5.6,5
1935,Disney Universe,Wii,Wii,2011,E10+,Action,Disney Interactive Studios,Eurocom Entertainment Software,0.67,0.3,0,0.1,1.07,70,29,6.9,13
1935,Disney Universe,Wii,Wii,2011,E10+,Action,Disney Interactive Studios,Eurocom Entertainment Software,0.67,0.3,0,0.1,1.07,61,11,6,5
1936,Ridge Racer Revolution,PS,PS,1995,,Racing,Sony Computer Entertainment,,0.17,0.12,0.71,0.07,1.07,\N,\N,\N,\N
1937,LEGO Pirates of the Caribbean: The Video Game,X360,X360,2011,E10+,Action,Disney Interactive Studios,Traveller's Tales,0.54,0.42,0,0.1,1.07,71,16,7.3,20
1937,LEGO Pirates of the Caribbean: The Video Game,X360,X360,2011,E10+,Action,Disney Interactive Studios,Traveller's Tales,0.54,0.42,0,0.1,1.07,69,5,\N,\N
1937,LEGO Pirates of the Caribbean: The Video Game,X360,X360,2011,E10+,Action,Disney Interactive Studios,Traveller's Tales,0.54,0.42,0,0.1,1.07,73,42,7.1,34
1937,LEGO Pirates of the Caribbean: The Video Game,X360,X360,2011,E10+,Action,Disney Interactive Studios,Traveller's Tales,0.54,0.42,0,0.1,1.07,73,54,7,31
1937,LEGO Pirates of the Caribbean: The Video Game,X360,X360,2011,E10+,Action,Disney Interactive Studios,Traveller's Tales,0.54,0.42,0,0.1,1.07,73,14,7,13
1938,Hot Wheels Turbo Racing,PS,PS,1999,,Racing,Electronic Arts,,0.59,0.4,0,0.07,1.07,\N,\N,\N,\N
1939,NCAA Football 99,PS,PS,1998,,Sports,Electronic Arts,,0.59,0.4,0,0.07,1.06,\N,\N,\N,\N
1940,Mortal Kombat: Armageddon,PS2,PS2,2006,M,Fighting,Midway Games,Midway,0.88,0.04,0,0.14,1.06,75,43,8.5,84
1941,Aliens vs Predator,X360,X360,2010,M,Shooter,Sega,Rebellion,0.55,0.4,0,0.11,1.06,65,57,7.3,168
1941,Aliens vs Predator,X360,X360,2010,M,Shooter,Sega,Rebellion,0.55,0.4,0,0.11,1.06,64,64,7.3,247
1942,Freekstyle,PS2,PS2,2002,E,Racing,Electronic Arts,Page 44 Studios,0.52,0.41,0,0.14,1.06,81,25,7.3,14
1943,Junior Brain Trainer,DS,DS,2008,E,Misc,GSP,Avanquest Software,0.23,0.74,0,0.1,1.06,\N,\N,\N,\N
1944,Darksiders,X360,X360,2010,M,Action,THQ,Vigil Games,0.67,0.29,0.01,0.1,1.06,83,81,7.9,292
1945,DiRT,PS3,PS3,2007,E,Racing,Codemasters,Codemasters,0.16,0.67,0,0.23,1.06,83,59,7.4,94
1945,DiRT,PS3,PS3,2007,E,Racing,Codemasters,Codemasters,0.16,0.67,0,0.23,1.06,83,32,8,32
1946,Call of Duty 4: Modern Warfare,DS,DS,2007,T,Shooter,Activision,n-Space,0.96,0.02,0.01,0.08,1.06,75,22,6.9,36
1946,Call of Duty 4: Modern Warfare,DS,DS,2007,M,Shooter,Activision,Infinity Ward,0.96,0.02,0.01,0.08,1.06,92,40,8.5,2360
1946,Call of Duty 4: Modern Warfare,DS,DS,2007,M,Shooter,Activision,Infinity Ward,0.96,0.02,0.01,0.08,1.06,94,44,8.4,993
1946,Call of Duty 4: Modern Warfare,DS,DS,2007,M,Shooter,Activision,Infinity Ward,0.96,0.02,0.01,0.08,1.06,94,70,8.4,1320
1947,Simple 1500 Series Vol. 1: The Mahjong,PS,PS,1998,,Misc,D3Publisher,,0,0,0.99,0.07,1.06,\N,\N,\N,\N
1948,Sega Superstars Tennis,Wii,Wii,2008,E,Sports,Sega,Sumo Digital,0.28,0.65,0,0.13,1.06,65,19,\N,\N
1948,Sega Superstars Tennis,Wii,Wii,2008,E10+,Sports,Sega,Sumo Digital,0.28,0.65,0,0.13,1.06,71,24,7,16
1948,Sega Superstars Tennis,Wii,Wii,2008,E10+,Sports,Sega,Sumo Digital,0.28,0.65,0,0.13,1.06,67,45,6.8,18
1949,NBA Street V3,PS2,PS2,2005,E,Sports,Electronic Arts,EA Canada,0.52,0.41,0,0.14,1.06,89,36,8.7,37
1950,Sleeping Dogs,PS3,PS3,2012,M,Action,Square Enix,United Front Games,0.31,0.5,0.05,0.19,1.06,80,47,7.9,468
1950,Sleeping Dogs,PS3,PS3,2012,M,Action,Square Enix,United Front Games,0.31,0.5,0.05,0.19,1.06,83,40,7.7,645
1951,Mercenaries 2: World in Flames,X360,X360,2008,T,Shooter,Electronic Arts,Pandemic Studios,0.65,0.3,0.01,0.1,1.06,72,43,7.1,73
1951,Mercenaries 2: World in Flames,X360,X360,2008,T,Shooter,Electronic Arts,Pandemic Studios,0.65,0.3,0.01,0.1,1.06,72,69,7.2,152
1952,Worms Armageddon,PS,PS,1999,,Strategy,Microprose,,0.18,0.81,0,0.08,1.06,\N,\N,\N,\N
1953,Hulk,PS2,PS2,2003,T,Action,Universal Interactive,Radical Entertainment,0.52,0.41,0,0.14,1.06,71,28,8.3,22
1954,LEGO Indiana Jones: The Original Adventures,PS3,PS3,2008,E10+,Action,Activision,Traveller's Tales,0.44,0.44,0,0.18,1.06,77,36,7.7,30
1954,LEGO Indiana Jones: The Original Adventures,PS3,PS3,2008,E10+,Action,Activision,Traveller's Tales,0.44,0.44,0,0.18,1.06,76,8,7.6,11
1954,LEGO Indiana Jones: The Original Adventures,PS3,PS3,2008,E10+,Action,Activision,Traveller's Tales,0.44,0.44,0,0.18,1.06,77,12,8.4,16
1954,LEGO Indiana Jones: The Original Adventures,PS3,PS3,2008,E,Action,Activision,TT Fusion,0.44,0.44,0,0.18,1.06,80,15,7.9,16
