Number of blanks,Name,Platform,Console,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
0,Heroes over Europe,PS3,PS3,2009,Simulation,Ubisoft,62,34,7.0,16,"Atari, Transmission Games, Atari SA",T
0,J-League Jikkyou Winning Eleven 2000,PS,PS,2000,Sports,Konami Digital Entertainment,,,,,,
0,Eve: The Lost One,SAT,SAT,1998,Adventure,Imagineer,,,,,,
0,TNA iMPACT!,Wii,Wii,2008,Fighting,Midway Games,,,,,,
0,Konami Krazy Racers,GBA,GBA,2001,Racing,Konami Digital Entertainment,78,9,,,KCEK,E
0,BioShock The Collection,XOne,XOne,2016,Shooter,Take-Two Interactive,84,16,8.3,79,2K Games,M
0,Watchmen: The End is Nigh - The Complete Experience,PS3,PS3,2009,Action,Warner Bros. Interactive Entertainment,,,,,,
0,Solitaire Overload Plus,DS,DS,2010,Misc,Telegames,,,,,Telegames,E
0,Saturday Night Slam Masters,SNES,SNES,1994,Fighting,Capcom,,,,,,
0,F-Zero: GP Legend,GBA,GBA,2003,Racing,Nintendo,77,31,8.5,18,Suzak,E
0,Racing Lagoon,PS,PS,1999,Racing,Square,,,,,,
0,Vegas Party,Wii,Wii,,Misc,Unknown,33,6,,,Storm City Games,T
0,Mr. Driller 2,GBA,GBA,2001,Puzzle,Namco Bandai Games,62,16,,,Namco,E
0,Klonoa,Wii,Wii,2008,Platform,Namco Bandai Games,77,37,8.6,39,Paon Corporation,E10+
0,Bulletstorm,PC,PC,2011,Shooter,Electronic Arts,82,34,7.7,768,"Epic Games, People Can Fly",M
0,Putty Squad,PS4,PS4,2013,Platform,System 3,38,8,2.9,52,System 3,E10+
0,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,PSP,2009,Sports,Sega,,,,,,
0,Burger Island,DS,DS,2008,Action,Destineer,,,,,eGames,E
0,The Walking Dead: Season One,XOne,XOne,2014,Adventure,Telltale Games,,,,,,
0,Field Commander,PSP,PSP,2006,Strategy,Sony Online Entertainment,77,53,7.8,31,"Sony Online Entertainment, Mind Control Software",T
0,Left Brain Right Brain: Use Both Hands Train Both Sides,DS,DS,2007,Misc,505 Games,,,,,,
0,Around the World in 80 Days,DS,DS,2010,Action,PlayV,,,,,,
0,"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,X360,2009,Sports,Aspyr,,,,,,
0,Custom Robo Arena,DS,DS,2006,Fighting,Nintendo,74,22,8.3,27,Noise Inc.,E10+
0,Ar Nosurge: Ode to an Unborn Star,PS3,PS3,2014,Role-Playing,Tecmo Koei,67,23,7.8,49,Gust,T
0,Power Rangers Double Pack,GBA,GBA,2005,Action,THQ,,,,,,
0,Imagine: Ice Champions,DS,DS,2007,Sports,Spike,,,,,Digital Kids,E
0,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,PS,1998,Misc,Syscom,,,,,,
0,FIFA Soccer 97,PS,PS,1996,Sports,Electronic Arts,,,,,,
0,Transformer: Rise of the Dark Spark,X360,X360,2014,Action,Activision,,,,,,
0,Shaun White Skateboarding,X360,X360,2010,Sports,Ubisoft,61,34,5.3,7,Ubisoft Montreal,T
0,Dragon Ball: Origins 2,DS,DS,2010,Action,Namco Bandai Games,70,22,,,Game Republic,T
0,Psychic Force,PS,PS,1996,Fighting,Acclaim Entertainment,,,,,,
0,Trigger Man,PS2,PS2,2004,Shooter,Play It,32,4,4.8,16,Point of View,T
0,StarBlade α,PS,PS,1995,Shooter,Sony Computer Entertainment,,,,,,
0,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,PSP,2008,Strategy,Namco Bandai Games,,,,,,
0,Wildstar,PC,PC,2014,Role-Playing,NCSoft,82,52,7.4,965,Carbine Studios,T
0,Family Party: 30 Great Games Outdoor Fun,Wii,Wii,2009,Misc,D3Publisher,,,,,Tamsoft,E10+
0,Tiger Woods PGA Tour 2004,GC,GC,2003,Sports,Electronic Arts,89,16,7.8,6,EA Sports,E
0,Rudolph the Red-Nosed Reindeer,DS,DS,2010,Action,Crave Entertainment,,,,,Crave,E
0,Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,PSP,2008,Action,Activision,,,,,,
0,Culdcept,3DS,3DS,2012,Misc,Nintendo,,,,,,
0,Amped 3,X360,X360,2005,Sports,Take-Two Interactive,72,49,7.1,36,2K Sports,T
0,MX 2002 Featuring Ricky Carmichael,GBA,GBA,2001,Racing,THQ,,,,,,
0,Innocent Life: A Futuristic Harvest Moon,PSP,PSP,2006,Simulation,Rising Star Games,67,22,7.8,23,ArtePiazza,E
0,Halo Triple Pack,XB,XB,2005,Shooter,Microsoft Game Studios,,,,,,
0,Street Racer,PS,PS,1996,Racing,Ubisoft,,,,,,
0,Bomberman Land Touch! 2,DS,DS,2007,Puzzle,Rising Star Games,,,,,,
0,NBA 2K3,GC,GC,2002,Sports,Sega,84,11,,,Visual Concepts,E
0,Harvest Moon: The Lost Valley,3DS,3DS,2014,Simulation,Natsume,,,,,,
0,NHL 2005,XB,XB,2004,Sports,Electronic Arts,77,27,6.2,11,EA Sports,E
0,Arcana Heart,PS2,PS2,2007,Fighting,AQ Interactive,77,12,8.1,8,Examu,T
0,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,PSP,2010,Sports,Konami Digital Entertainment,,,,,,
0,Battlestar Galactica,PS2,PS2,2003,Shooter,Vivendi Games,66,22,6.8,6,Warthog,T
0,Time Hollow,DS,DS,2008,Adventure,Konami Digital Entertainment,64,24,7.8,21,Tenky,T
0,Medieval Games,Wii,Wii,2009,Action,Vir2L Studios,,,5.9,13,N-Fusion Interactive Entertainment Corp.,E10+
0,Kingdom Hearts: Birth by Sleep - Final Mix,PSP,PSP,2011,Role-Playing,Square Enix,,,,,,
0,Tak and the Guardians of Gross,Wii,Wii,2008,Action,THQ,63,5,8.0,5,THQ,E10+
0,Yu-Gi-Oh! 5D's: Duel Transer,Wii,Wii,2010,Strategy,Konami Digital Entertainment,,,,,,
0,Jurassic Park: The Game,X360,X360,,Action,Unknown,60,9,3.6,138,Telltale Games,T
0,Toriko: Gourmet Monsters!,3DS,3DS,2012,Role-Playing,Namco Bandai Games,,,,,,
0,Akiba's Trip: Undead & Undressed,PSV,PSV,2013,Action,Nippon Ichi Software,,,,,,
0,The Incredible Hulk: The Pantheon Saga,PS,PS,1996,Action,Eidos Interactive,,,,,,
0,The Idolm@ster 2,PS3,PS3,2011,Misc,Namco Bandai Games,,,,,,
0,Monster House,DS,DS,2006,Adventure,THQ,62,14,,,Artificial Mind and Movement,E
0,Dynasty Warriors 8: Xtreme Legends,PS3,PS3,2013,Action,Tecmo Koei,68,4,6.8,9,Omega Force,T
0,Godzilla Unleashed,Wii,Wii,2007,Fighting,Atari,44,31,7.2,37,"Pipeworks Software, Inc.",E10+
0,AC/DC LIVE: Rock Band Track Pack,PS2,PS2,2008,Misc,MTV Games,,,,,Harmonix Music Systems,T
0,Senran Kagura: Sh?jo-tachi no Shinei,3DS,3DS,2011,Action,Marvelous Interactive,,,,,,
0,Ener-G Horse Riders,DS,DS,2008,Sports,Ubisoft,,,,,Lexis Numerique,E
0,He-Man: Power of Grayskull,GBA,GBA,2002,Action,TDK Mediactive,50,8,,,Taniko,E
0,Sherlock Holmes vs. Jack the Ripper,X360,X360,2009,Adventure,Focus Home Interactive,62,24,6.8,14,Frogwares,T
0,Sniper: Ghost Warrior,PC,PC,2010,Shooter,City Interactive,55,23,5.5,267,City Interactive,M
0,Rondo of Swords (US sales),DS,DS,2007,Role-Playing,Success,,,,,,
0,Polaris SnoCross,PS,PS,2000,Racing,Vatical Entertainment,57,6,,,Vicarious Visions,E
0,Wing Commander III: Heart of the Tiger,PS,PS,1996,Action,Electronic Arts,,,,,,
0,Imagine: Music Fest,DS,DS,2009,Simulation,Ubisoft,,,,,Ubisoft,E
0,Mat Hoffman's Pro BMX 2,GBA,GBA,2002,Sports,Activision,82,5,,,HotGen,E
0,Fist of the North Star: Ken's Rage,X360,X360,2010,Action,Ubisoft Annecy,59,38,7.3,23,Koei,M
0,Chaotic: Shadow Warriors,X360,X360,2009,Action,Activision,60,4,5.0,4,FUN Labs,E10+
0,Muppet RaceMania,PS,PS,1999,Racing,Sony Computer Entertainment,,,,,,
0,Namco Museum Vol.5,PS,PS,1996,Misc,Sony Computer Entertainment,,,,,,
0,Courier Crisis,PS,PS,1997,Racing,BMG Interactive Entertainment,,,,,,
0,Digimon Battle Spirit 2,GBA,GBA,2003,Fighting,Namco Bandai Games,63,5,,,Dimps Corporation,E
0,Winning Post 3,PS,PS,1998,Racing,Tecmo Koei,,,,,,
0,Just Sing!,DS,DS,2009,Misc,DTP Entertainment,,,,,,
0,Driven,PS2,PS2,2001,Racing,BAM! Entertainment,38,10,3.4,5,Bam Entertainment,T
0,James Noir's Hollywood Crimes,3DS,3DS,2011,Adventure,Ubisoft,60,22,6.6,5,Ubisoft,T
0,"Warhammer 40,000: Fire Warrior",PS2,PS2,2003,Shooter,THQ,64,23,8.3,63,Kuju Entertainment,M
0,All-Pro Football 2K8,PS3,PS3,2007,Sports,Take-Two Interactive,73,23,7.3,21,Visual Concepts,E10+
0,Lufia: Curse of the Sinistrals,DS,DS,2010,Role-Playing,Square Enix,80,8,8.0,13,Neverland,E10+
0,MTV Music Generator 2,PS2,PS2,2001,Misc,Codemasters,77,16,8.5,11,Jester Interactive,T
0,Mugen Souls,PS3,PS3,2012,Role-Playing,Nippon Ichi Software,55,24,7.3,35,"Compile Heart, GCREST",T
0,Ultimate Spider-Man,DS,DS,2005,Action,Activision,78,17,7.7,10,Vicarious Visions,E10+
0,Major League Baseball 2K13,PS3,PS3,2013,Sports,Take-Two Interactive,,,,,,
0,Saw II: Flesh & Blood,X360,X360,2010,Action,Konami Digital Entertainment,,,,,,
0,Burnout 2: Point of Impact,GC,GC,2003,Racing,Acclaim Entertainment,89,24,8.5,18,Criterion Games,E
0,Paris-Dakar Rally,PS2,PS2,2001,Racing,Acclaim Entertainment,36,6,3.9,15,Broadsword Interactive,E
0,Bakugan Battle Brawlers: Defenders of the Core,PSP,PSP,2010,Action,Activision,,,,,Now Production,E10+
0,MotionSports: Adrenaline,PS3,PS3,2011,Sports,Ubisoft,,,,,Ubisoft Vancouver,E
0,Atelier Iris: Eternal Mana,PS2,PS2,2004,Role-Playing,Tecmo Koei,74,38,7.7,38,Gust,T
0,Blinx 2: Masters of Time & Space,XB,XB,2004,Platform,Microsoft Game Studios,,,,,,
0,F.E.A.R. 3,PC,PC,2011,Shooter,Warner Bros. Interactive Entertainment,74,34,5.9,420,Day 1 Studios,M
0,Chessmaster: The Art of Learning,DS,DS,2007,Misc,Ubisoft,,,6.7,10,Ubisoft,E
0,My Baby 3 & Friends,DS,DS,2010,Simulation,Majesco Entertainment,,,,,,
0,Tak: The Great Juju Challenge,GC,GC,2005,Platform,THQ,75,17,9.3,4,Avalanche Software,E
0,Fantasia: Music Evolved,XOne,XOne,2014,Misc,Disney Interactive Studios,77,48,7.5,67,Harmonix Music Systems,E10+
0,Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,DS,2007,Role-Playing,Namco Bandai Games,,,,,,
0,Knockout Kings 2003,GC,GC,2002,Sports,Electronic Arts,78,13,6.5,4,EA Sports,T
0,Bomberman,PSP,PSP,2006,Puzzle,Konami Digital Entertainment,73,30,7.0,7,Hudson,E
0,NCAA Football 2004,GC,GC,2003,Sports,Electronic Arts,89,16,7.5,6,EA Sports,E
0,XGIII: Extreme G Racing,GC,GC,2001,Racing,Acclaim Entertainment,83,21,7.8,14,Acclaim,E
0,Digimon World 4,PS2,PS2,2005,Role-Playing,Atari,48,7,6.9,37,Bandai,E
0,Stormrise,X360,X360,2009,Strategy,Sega,48,36,6.8,17,Creative Assembly,M
0,Scripps Spelling Bee,DS,DS,2010,Simulation,THQ,,,,,THQ,E
0,Major League Baseball 2K11,Wii,Wii,2011,Sports,Take-Two Interactive,,,,,Visual Concepts,E
0,"Go, Diego, Go! Safari Rescue",DS,DS,2007,Adventure,Take-Two Interactive,,,,,,
0,Disney's Story Studio: Disney's Mulan,PS,PS,1999,Misc,Sony Computer Entertainment,,,,,,
0,Pressure Cooker,2600,Atari2600,1982,Action,Activision,,,,,,
0,Home Run,2600,Atari2600,,Sports,Atari,,,,,,
0,Klax,2600,Atari2600,1989,Puzzle,Atari,,,,,,
0,Saturn Bomberman,SAT,SAT,1996,Puzzle,Sega,,,,,,
0,The Godfather: Blackhand Edition,Wii,Wii,2007,Adventure,Electronic Arts,77,38,8.5,48,EA Redwood Shores,M
0,Wolfenstein: The Old Blood,XOne,XOne,2015,Action,Bethesda Softworks,75,23,8.0,101,MachineGames,
0,Jikkyou Powerful Pro Yakyuu Portable,PSP,PSP,2006,Sports,Konami Digital Entertainment,,,,,,
0,Dragon's Lair Trilogy,Wii,Wii,2010,Adventure,Destineer,,,,,,
0,Naruto: Powerful Shippuden,3DS,3DS,2012,Platform,Namco Bandai Games,71,13,5.4,19,Inti Creates,E10+
0,American Chopper,XB,XB,2004,Racing,Zoo Digital Publishing,44,6,5.9,9,Creat Studios,T
0,The Adventures of Tintin: The Game,3DS,3DS,2011,Action,Ubisoft,56,8,5.7,12,Ubisoft Montpellier,E10+
0,Dynasty Warriors 8,X360,X360,2013,Action,Tecmo Koei,65,21,7.5,35,Omega Force,T
0,Bust-A-Move Bash!,Wii,Wii,2007,Puzzle,505 Games,,,,,,
0,Kingdom Under Fire: Heroes,XB,XB,2005,Strategy,Deep Silver,78,55,7.5,23,Phantagram,M
0,Cartoon Network Collection: Game Boy Advance Video Special Edition,GBA,GBA,2005,Misc,N/A,,,,,,
0,The Terminator: Dawn of Fate,XB,XB,2002,Action,Atari,53,19,5.2,5,Paradigm Entertainment,T
0,Infected,PSP,PSP,2005,Shooter,THQ,74,49,8.3,30,Planet Moon Studios,M
0,Doctor Who: Evacuation Earth,DS,DS,2010,Adventure,Asylum Entertainment,,,,,,
0,Birds of Steel,X360,X360,2012,Simulation,Konami Digital Entertainment,77,18,8.9,18,Gaijin Entertainment,T
0,Cars: Race-O-Rama,X360,X360,2009,Racing,THQ,54,8,5.8,5,Incinerator Games,E
0,Scooby-Doo! Unmasked,GC,GC,2005,Platform,THQ,,,,,,
0,Theatrhythm Dragon Quest,3DS,3DS,2015,Misc,Square Enix,,,,,,
0,Streak: Hoverboard Racing,PS,PS,1998,Racing,GT Interactive,,,,,,
0,NBA Street Homecourt,PS3,PS3,2007,Sports,Electronic Arts,81,31,6.5,16,EA Canada,E
0,Darksiders II,PC,PC,2012,Action,Nordic Games,81,23,7.8,653,Vigil Games,M
0,Enthusia Professional Racing,PS2,PS2,2005,Racing,Konami Digital Entertainment,70,43,7.6,17,Konami,E
0,DiRT 3,PC,PC,2011,Racing,Codemasters,86,23,6.9,433,Codemasters,T
0,NCAA GameBreaker 2001,PS2,PS2,2000,Sports,Sony Computer Entertainment,57,9,,,989 Sports,E
0,Disgaea 4: A Promise Unforgotten,PSV,PSV,2014,Role-Playing,Nippon Ichi Software,,,,,,
0,Get On Da Mic,PS2,PS2,2004,Misc,Eidos Interactive,49,29,6.3,7,Artificial Mind and Movement,T
0,Darksiders II,WiiU,WiiU,2012,Action,THQ,85,36,8.2,153,Vigil Games,M
0,Gunslingers,Wii,Wii,2010,Shooter,Neko Entertainment,,,,,Neko Entertainment,T
0,Army Men: Sarge's War,GC,GC,2004,Shooter,Global Star,56,11,6.7,7,3DO,T
0,Amagami,PSP,PSP,2011,Adventure,Kadokawa Shoten,,,,,,
0,Jikkyou Powerful Pro Yakyuu 2009,PS2,PS2,2009,Sports,Konami Digital Entertainment,,,,,,
0,Block Party,Wii,Wii,2008,Misc,Activision,,,2.8,4,Activision,E10+
0,Little League World Series Baseball 2009,Wii,Wii,2009,Sports,Activision,,,,,Now Production,E
0,Kidou Senkan Nadesico,SAT,SAT,1997,Strategy,Sega,,,,,,
0,Blitz: The League II,PS3,PS3,2008,Sports,Midway Games,62,25,7.5,15,,
0,Arcade Zone,Wii,Wii,2009,Misc,Activision,,,,,Activision,E
0,Project Sylpheed: Arc of Deception,X360,X360,2006,Shooter,Microsoft Game Studios,64,45,8.6,24,"Game Arts, Seta Corporation",T
0,Bigfoot: Collision Course,DS,DS,2009,Racing,Zoo Digital Publishing,26,4,,,Destination Software,E
0,Frogger's Adventures: The Rescue,GC,GC,2003,Platform,Konami Digital Entertainment,61,4,,,Konami,E
0,NHL 2K10,PS3,PS3,2009,Sports,Take-Two Interactive,66,23,7.1,8,Take-Two Interactive,E10+
0,Family Party: Fitness Fun,Wii,Wii,2010,Sports,D3Publisher,,,,,Tamsoft,E10+
0,The Secret Saturdays: Beasts of the 5th Sun,PS2,PS2,2009,Action,D3Publisher,,,,,High Voltage Software,E10+
0,Michael Jackson: The Experience,PSP,PSP,2010,Misc,Ubisoft,,,6.2,6,Ubisoft,E10+
0,MLB Power Pros 2008,PS2,PS2,2008,Sports,Konami Digital Entertainment,67,9,8.5,8,Konami,E
0,Sonny with a Chance,DS,DS,2010,Action,Disney Interactive Studios,,,,,Altron,E
0,The Fairly Odd Parents: Clash with the Anti-World,GBA,GBA,2005,Adventure,THQ,,,,,,
0,WordJong,DS,DS,2007,Puzzle,White Park Bay Software,77,9,7.7,9,Magellan Interactive,E
0,Tears to Tiara II: Heir of the Overlord,PS3,PS3,2013,Role-Playing,Nippon Ichi Software,65,18,8.7,41,Aqua Plus,T
0,Puzzle Quest: Galactrix,DS,DS,2009,Puzzle,D3Publisher,75,33,6.7,6,Infinite Interactive,E10+
0,The Amazing Spider-Man (Console Version),Wii,Wii,2012,Action,Activision,,,,,,
0,de Blob 2,X360,X360,2011,Platform,THQ,77,54,7.5,23,Blue Tongue Entertainment,E10+
0,Disney's The Lion King: Simba's Mighty Adventure,PS,PS,2000,Action,Activision,30,5,6.9,9,Paradox Development,E
0,Gundam Breaker 2,PSV,PSV,2014,Action,Namco Bandai Games,,,,,,
0,Major League Baseball 2K10,DS,DS,2010,Sports,Take-Two Interactive,,,,,Powerhead Games,E
0,Samurai Warriors: Katana,Wii,Wii,2007,Action,Tecmo Koei,53,30,6.8,6,"Koei, Omega Force",T
0,NBA 09: The Inside,PS3,PS3,2008,Sports,Sony Computer Entertainment,63,17,5.1,7,SCEA San Diego Studios,E
0,Jikkyou Powerful Pro Yakyuu 2012,PSP,PSP,2012,Action,Konami Digital Entertainment,,,,,,
0,Kingdom of Paradise,PSP,PSP,2005,Role-Playing,Sony Computer Entertainment,72,38,7.5,19,Climax Entertainment,T
0,All Japan Pro Wrestling featuring Virtua,SAT,SAT,1997,Fighting,Sega,,,,,,
0,Naruto Shippuden: Legends: Akatsuki Rising,PSP,PSP,2009,Fighting,Namco Bandai Games,60,15,6.2,10,Racjin,T
0,Marvel Super Hero Squad: The Infinity Gauntlet,X360,X360,2010,Action,THQ,55,10,6.3,6,THQ,E10+
0,Rudra no Hihou,SNES,SNES,1996,Role-Playing,SquareSoft,,,,,,
0,Bleach: Dark Souls,DS,DS,2007,Fighting,Sega,82,28,7.9,14,Treasure,T
0,Hot Wheels: Battle Force 5,DS,DS,2009,Racing,Activision,,,,,Virtuos,E10+
0,Prince of Persia: The Sands of Time,GBA,GBA,2003,Action,Ubisoft,75,25,8.8,5,Ubisoft Montreal,T
0,Zoids: Battle Legends,GC,GC,2003,Action,Tomy Corporation,,,8.1,14,Tomy Corporation,T
0,Ice Age 2: The Meltdown,DS,DS,2006,Platform,Vivendi Games,,,,,Amaze Entertainment,E
0,Prince of Persia: The Forgotten Sands,DS,DS,2010,Action,Ubisoft,57,7,6.3,6,Ubisoft Casablanca,E10+
0,World Series Baseball 2K3,XB,XB,2003,Sports,Sega,89,22,8.6,14,Blue Shift,E
0,Tokyo Xanadu,PSV,PSV,2015,Role-Playing,Nihon Falcom Corporation,,,,,,
0,Serious Sam,XB,XB,2002,Shooter,Take-Two Interactive,75,22,8.2,16,Croteam,M
0,Bomberman,DS,DS,2005,Puzzle,Ubisoft,75,30,7.0,12,Racjin,E
0,Kowloon's Gate,PS,PS,1997,Adventure,Sony Computer Entertainment,,,,,,
0,Killer7,GC,GC,2005,Action,Capcom,74,57,8.5,64,Grasshopper Manufacture,M
0,Super Monkey Ball Adventure,GC,GC,2006,Platform,Sega,51,24,7.2,9,TT Games,E
0,FIFA Soccer 2002,PS,PS,2001,Sports,Electronic Arts,81,8,6.4,5,EA Sports,E
0,Street Fighter Anniversary Collection,XB,XB,2004,Fighting,Capcom,79,33,6.4,9,Capcom,T
0,3rd Super Robot Wars Z: Tengoku-Hen,PS3,PS3,2015,Action,Namco Bandai Games,,,,,,
0,Suzumiya Haruhi no Yakusoku,PSP,PSP,2007,Adventure,Namco Bandai Games,,,,,,
0,Shadow Ops: Red Mercury,XB,XB,2004,Shooter,Atari,61,45,6.1,14,Zombie,T
0,Indigo Prophecy,PS2,PS2,2005,Adventure,Atari,83,47,7.8,104,Quantic Dream,M
0,FIFA 06: Road to FIFA World Cup,X360,X360,2005,Sports,Electronic Arts,62,39,6.0,34,EA Canada,E
0,World League Soccer,SNES,SNES,1991,Sports,Imagineer,,,,,,
0,NBA ShootOut 2001,PS2,PS2,2001,Sports,Sony Computer Entertainment,54,12,,,989 Sports,E
0,Final Fantasy XI: Vana'diel Collection 2008,X360,X360,2007,Role-Playing,Square Enix,,,,,Square Enix,T
0,Farm Frenzy: Animal Country,DS,DS,2009,Simulation,City Interactive,,,,,City Interactive,E
0,We Sing UK Hits,Wii,Wii,2011,Misc,Nordic Games,,,,,Le Cortex,T
0,Samurai Shodown Anthology,PS2,PS2,2008,Fighting,Ignition Entertainment,,,,,SNK Playmore,T
0,Musashi: Samurai Legend,PS2,PS2,2005,Role-Playing,Atari,64,47,8.9,9,Square Enix,T
0,Build-A-Bear Workshop: Welcome to Hugsville,DS,DS,2010,Misc,Game Factory,,,,,The Game Factory,E
0,LEGO The Hobbit,PSV,PSV,2014,Action,Warner Bros. Interactive Entertainment,,,2.5,13,TT Games,E10+
0,The Oregon Trail,Wii,Wii,2011,Simulation,Crave Entertainment,,,,,,
0,Oreshika: Tainted Bloodlines,PSV,PSV,2014,Role-Playing,Sony Computer Entertainment,78,26,8.0,84,Alfa System,T
0,Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,GBA,2004,Misc,N/A,,,,,,
0,Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,3DS,2013,Action,D3Publisher,,,,,,
0,F1 2001,PS2,PS2,2001,Racing,Electronic Arts,83,13,8.3,9,EA Sports,E
0,Darksiders,PC,PC,2010,Action,THQ,83,18,7.8,603,Vigil Games,M
0,J-League Victory Goal,SAT,SAT,1995,Sports,Sega,,,,,,
0,Top Gun: Combat Zones,GC,GC,2002,Simulation,Titus,59,10,7.1,7,Titus Software,E
0,Countdown: The Game,DS,DS,2009,Puzzle,Mindscape,,,,,,
0,Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,GBA,2005,Action,THQ,,,,,,
0,Pro Baseball Spirits 2015,PS3,PS3,2015,Action,Konami Digital Entertainment,,,,,,
0,NHL 09,PS2,PS2,2008,Sports,Electronic Arts,,,7.6,7,EA Canada,E10+
0,History Civil War: Secret Missions,PS2,PS2,2008,Shooter,Activision,,,,,,
0,Fantastic Four: Rise of the Silver Surfer,PS3,PS3,2007,Action,Take-Two Interactive,47,26,6.2,10,Visual Concepts,T
0,Dark Rift,N64,N64,1997,Fighting,Vic Tokai,,,,,,
0,Derby Stallion 64,N64,N64,2001,Sports,Media Factory,,,,,,
0,Doraemon 3: Nobi Dai no Machi SOS!,N64,N64,2000,Platform,Epoch,,,,,,
0,Space Station Silicon Valley,N64,N64,1997,Adventure,Take-Two Interactive,,,,,,
0,All-Star Baseball 2003,GC,GC,2002,Sports,Acclaim Entertainment,83,16,8.0,6,Acclaim,E
0,Burger Island,Wii,Wii,2009,Action,Destineer,,,,,eGames,E
0,Cake Mania: In The Mix!,Wii,Wii,2008,Puzzle,Majesco Entertainment,,,,,,
0,T'ai Fu: Wrath of the Tiger,PS,PS,1998,Action,Activision,,,,,,
0,Rocky,XB,XB,2002,Fighting,Rage Software,74,22,7.3,6,Rage Software,T
0,Ford Racing 2,XB,XB,2003,Racing,Empire Interactive,62,11,,,Razorworks Studios,E
0,Kids Learn Math: A+ Edition,DS,DS,2011,Misc,Unknown,,,,,,
0,Rock Band: Metal Track Pack,X360,X360,2009,Misc,MTV Games,,,,,Harmonix Music Systems,T
0,Megamind: Ultimate Showdown,PS3,PS3,2010,Action,THQ,43,5,4.2,6,THQ Australia,E10+
0,Space Invaders Extreme,DS,DS,2008,Shooter,Square Enix,85,41,7.6,16,Taito Corporation,E
0,Tetris Attack,SNES,SNES,1995,Puzzle,Nintendo,,,,,,
0,Thor: God of Thunder,Wii,Wii,2011,Action,Sega,56,14,8.0,9,Red Fly Studio,T
0,Petz: Dogz Talent Show,DS,DS,2009,Simulation,Ubisoft,,,,,Ubisoft Nagoya,E
0,BloodRayne 2,XB,XB,2004,Shooter,THQ,71,35,8.5,4,Terminal Reality,M
0,Jaws Unleashed,XB,XB,2006,Action,THQ,51,29,6.2,9,Appaloosa Interactive,M
0,Pro Yaky? Spirits 6,PS3,PS3,2009,Sports,Konami Digital Entertainment,,,,,,
0,Star Trek: Voyager Elite Force,PS2,PS2,2001,Shooter,Codemasters,52,12,6.4,5,Pipe Dream Interactive,T
0,X-Men: The Official Game,GC,GC,2006,Action,Activision,50,31,6.3,8,Hypnos,T
0,The Sims Medieval: Pirates and Nobles,PC,PC,2011,Simulation,Electronic Arts,,,,,,
0,Warriors Orochi 3,PS4,PS4,2014,Action,Tecmo Koei,,,,,,
0,Brain Boost: Gamma Wave,DS,DS,2005,Puzzle,505 Games,40,12,,,Interchannel,E
0,Chessmaster II,PS,PS,1998,Strategy,Mindscape,,,,,,
0,All-Star Baseball 2003,GBA,GBA,2002,Sports,Acclaim Entertainment,77,6,,,Software Creations,E
0,Major League Baseball 2K12,Wii,Wii,2012,Sports,Take-Two Interactive,,,,,Visual Concepts,E
0,Scooby-Doo! Mystery Mayhem,XB,XB,2004,Action,THQ,,,,,,
0,Winning Post 4,PS,PS,1999,Sports,Tecmo Koei,,,,,,
0,Castlevania: Lords of Shadow - Mirror of Fate,3DS,3DS,2013,Action,Konami Digital Entertainment,,,,,,
0,187: Ride or Die,PS2,PS2,2005,Racing,Ubisoft,52,33,6.8,12,Ubisoft,M
0,Dishonored,XOne,XOne,2015,Action,Bethesda Softworks,,,,,,
0,Curious George,GC,GC,2006,Action,Namco Bandai Games,,,,,,
0,Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,GBA,2004,Misc,N/A,,,,,,
0,Battleborn,XOne,XOne,2016,Shooter,Take-Two Interactive,71,20,7.2,171,Gearbox Software,T
0,eJay Clubworld,PS2,PS2,,Misc,Empire Interactive,69,5,8.6,10,UDS,E
0,Geist,GC,GC,2005,Adventure,Nintendo,66,43,8.5,23,n-Space,M
0,The King of Fighters XIV,PS4,PS4,2016,Fighting,Deep Silver,79,54,8.7,208,SNK Playmore,T
0,Cardinal Syn,PS,PS,1998,Fighting,Sony Computer Entertainment,,,,,,
0,Sword Art Online: Hollow Realization,PSV,PSV,2016,Role-Playing,Namco Bandai Games,60,5,7.0,8,Bandai Namco Games,T
0,The Incredibles: Rise of the Underminer,DS,DS,2005,Action,THQ,54,6,,,Helixe,E10+
0,Deadly Premonition,PS3,PS3,2010,Action,Rising Star Games,,,,,,
0,Street Fighter Alpha 3,GBA,GBA,2002,Fighting,Capcom,83,17,7.8,10,Crawfish Interactive,T
0,Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,SAT,1997,Shooter,Namco Bandai Games,,,,,,
